"destination","passanger","weather","temperature","time","coupon","expiration","gender","age","maritalStatus","has_children","education","occupation","income","car","Bar","CoffeeHouse","CarryAway","RestaurantLessThan20","Restaurant20To50","toCoupon_GEQ5min","toCoupon_GEQ15min","toCoupon_GEQ25min","direction_same","direction_opp","Y"
"Work","Alone","snowy",55,"2pm","Coffee House","2h","Male",21,"Single","0","some high school","Student","$12500 - $24999","Car that is too old to install Onstar :D","less1","never","less1","less1","less1","1","1","1","0","1","0"
"Work","Alone","sunny",55,"2pm","Bar","1d","Male",21,"Single","0","bachelors degree","Student","$25000 - $37499","do not drive","less1","never","less1","less1","less1","1","1","1","0","1","0"
"No Urgent Place","Alone","sunny",80,"7am","Restaurant(20-50)","1d","Male",21,"Single","0","bachelors degree","Student","Less than $12500","Mazda5","less1","never","less1","less1","less1","1","1","0","0","1","1"
"Work","Alone","sunny",80,"10am","Carry out & Take away","2h","Male",21,"Married partner","0","high school graduate","Business & Financial","$12500 - $24999","Scooter and motorcycle","4~8","never","less1","less1","less1","1","0","0","1","0","1"
"Work","Alone","snowy",55,"10pm","Restaurant(<20)","1d","Male",21,"Single","0","high school graduate","Student","$12500 - $24999","Car that is too old to install Onstar :D","1~3","never","less1","less1","less1","1","0","0","0","1","1"
"Work","Alone","sunny",55,"10pm","Coffee House","1d","Male",21,"Single","0","associates degree","Student","$12500 - $24999","Scooter and motorcycle","less1","never","less1","less1","less1","1","1","0","0","1","0"
"No Urgent Place","Alone","rainy",55,"10am","Restaurant(<20)","1d","Female",41,"Married partner","1","high school graduate","Computer & Mathematical","$75000 - $87499","Mazda5","less1","gt8","4~8","gt8","less1","1","0","0","0","1","1"
"No Urgent Place","Friend(s)","rainy",80,"6pm","Coffee House","2h","Female",41,"Married partner","1","some college - no degree","Computer & Mathematical","$25000 - $37499","Mazda5","less1","gt8","4~8","gt8","less1","0","0","0","0","1","1"
"No Urgent Place","Friend(s)","sunny",80,"2pm","Coffee House","2h","Female",41,"Married partner","1","bachelors degree","Computer & Mathematical","$75000 - $87499","Mazda5","less1","gt8","4~8","gt8","less1","1","1","0","0","1","0"
"No Urgent Place","Friend(s)","rainy",80,"2pm","Coffee House","2h","Female",41,"Married partner","1","some high school","Computer & Mathematical","$75000 - $87499","Mazda5","less1","gt8","4~8","gt8","less1","0","1","0","0","1","1"
"No Urgent Place","Friend(s)","rainy",80,"6pm","Coffee House","1d","Female",41,"Married partner","1","associates degree","Computer & Mathematical","$75000 - $87499","Mazda5","less1","gt8","4~8","gt8","less1","1","1","0","0","1","1"
"No Urgent Place","Friend(s)","rainy",80,"2pm","Restaurant(<20)","2h","Female",41,"Married partner","1","bachelors degree","Computer & Mathematical","$75000 - $87499","Car that is too old to install Onstar :D","less1","gt8","4~8","gt8","less1","1","1","0","0","1","1"
"No Urgent Place","Friend(s)","sunny",55,"10pm","Carry out & Take away","1d","Female",41,"Married partner","1","high school graduate","Computer & Mathematical","$75000 - $87499","Mazda5","less1","gt8","4~8","gt8","less1","1","1","0","0","1","1"
"No Urgent Place","Friend(s)","snowy",80,"6pm","Restaurant(<20)","2h","Female",41,"Married partner","1","graduate degree (masters or doctorate)","Education&Training&Library","$75000 - $87499","do not drive","less1","gt8","4~8","gt8","less1","1","1","0","0","1","0"
"No Urgent Place","Kid(s)","rainy",80,"10am","Carry out & Take away","2h","Female",41,"Married partner","1","bachelors degree","Computer & Mathematical","$75000 - $87499","Mazda5","less1","gt8","4~8","gt8","less1","1","1","0","0","1","0"
"No Urgent Place","Kid(s)","rainy",80,"7am","Bar","1d","Female",41,"Married partner","1","graduate degree (masters or doctorate)","Computer & Mathematical","$75000 - $87499","Mazda5","less1","gt8","4~8","gt8","1~3","1","1","0","0","1","0"
"No Urgent Place","Kid(s)","rainy",80,"2pm","Restaurant(<20)","2h","Female",41,"Married partner","1","graduate degree (masters or doctorate)","Computer & Mathematical","$75000 - $87499","Mazda5","less1","gt8","4~8","gt8","less1","1","1","0","0","1","1"
"No Urgent Place","Kid(s)","rainy",55,"10pm","Restaurant(<20)","1d","Female",41,"Married partner","1","some high school","Computer & Mathematical","$75000 - $87499","Mazda5","less1","gt8","1~3","gt8","less1","1","1","0","0","1","0"
"No Urgent Place","Kid(s)","snowy",55,"10pm","Coffee House","2h","Female",41,"Married partner","1","some college - no degree","Computer & Mathematical","$75000 - $87499","crossover","less1","gt8","4~8","gt8","less1","1","1","0","0","1","0"
"Home","Alone","rainy",55,"10pm","Bar","1d","Female",41,"Married partner","1","graduate degree (masters or doctorate)","Computer & Mathematical","$75000 - $87499","Mazda5","less1","gt8","1~3","gt8","less1","0","0","0","1","0","1"
"Home","Alone","sunny",55,"10pm","Restaurant(20-50)","1d","Female",41,"Married partner","1","associates degree","Computer & Mathematical","$75000 - $87499","Mazda5","less1","gt8","4~8","gt8","1~3","1","1","0","0","1","1"
"Work","Alone","snowy",80,"6pm","Coffee House","2h","Female",41,"Married partner","1","associates degree","Computer & Mathematical","$75000 - $87499","Mazda5","less1","gt8","4~8","gt8","less1","1","0","0","0","1","0"
"Work","Alone","sunny",55,"2pm","Coffee House","2h","Female",41,"Married partner","1","some college - no degree","Computer & Mathematical","$75000 - $87499","crossover","less1","less1","4~8","gt8","less1","1","1","0","0","1","1"
"Work","Alone","rainy",55,"6pm","Carry out & Take away","1d","Female",41,"Married partner","1","graduate degree (masters or doctorate)","Computer & Mathematical","$75000 - $87499","crossover","less1","4~8","4~8","gt8","less1","1","1","1","0","1","1"
"Work","Alone","rainy",55,"2pm","Restaurant(20-50)","1d","Female",41,"Married partner","1","associates degree","Computer & Mathematical","$75000 - $87499","Mazda5","less1","gt8","4~8","gt8","less1","1","1","0","0","1","1"
"Work","Alone","rainy",80,"6pm","Carry out & Take away","2h","Female",41,"Married partner","1","some college - no degree","Computer & Mathematical","$100000 or More","crossover","less1","gt8","4~8","gt8","less1","1","0","0","1","0","0"
"Work","Alone","rainy",55,"10pm","Carry out & Take away","1d","Female",41,"Married partner","1","high school graduate","Computer & Mathematical","$75000 - $87499","Mazda5","less1","gt8","4~8","gt8","less1","1","0","0","0","1","1"
"Work","Alone","sunny",55,"2pm","Coffee House","1d","Female",41,"Married partner","1","graduate degree (masters or doctorate)","Computer & Mathematical","$75000 - $87499","crossover","less1","gt8","4~8","gt8","1~3","1","1","0","0","1","0"
"No Urgent Place","Partner","sunny",55,"10pm","Restaurant(<20)","1d","Male",26,"Single","0","some college - no degree","Unemployed","$37500 - $49999","Car that is too old to install Onstar :D","gt8","gt8","gt8","gt8","gt8","1","0","0","0","1","1"
"No Urgent Place","Friend(s)","sunny",80,"10am","Coffee House","2h","Male",26,"Married partner","0","high school graduate","Unemployed","$37500 - $49999","Car that is too old to install Onstar :D","gt8","gt8","gt8","gt8","gt8","1","0","0","0","1","0"
"No Urgent Place","Friend(s)","sunny",80,"10pm","Coffee House","1d","Male",26,"Single","0","some college - no degree","Unemployed","$37500 - $49999","Car that is too old to install Onstar :D","gt8","gt8","less1","gt8","gt8","0","0","0","0","1","1"
"No Urgent Place","Friend(s)","rainy",80,"10am","Carry out & Take away","2h","Male",26,"Single","0","associates degree","Education&Training&Library","$37500 - $49999","Car that is too old to install Onstar :D","gt8","gt8","gt8","gt8","gt8","1","1","0","0","1","0"
"No Urgent Place","Friend(s)","sunny",80,"6pm","Coffee House","1d","Female",26,"Single","0","bachelors degree","Unemployed","$37500 - $49999","Car that is too old to install Onstar :D","gt8","gt8","gt8","gt8","gt8","1","0","0","0","1","1"
"No Urgent Place","Friend(s)","sunny",80,"6pm","Coffee House","1d","Male",26,"Single","0","high school graduate","Unemployed","$37500 - $49999","Car that is too old to install Onstar :D","gt8","gt8","gt8","gt8","gt8","1","1","0","0","1","0"
"No Urgent Place","Friend(s)","snowy",80,"6pm","Coffee House","2h","Male",26,"Single","0","high school graduate","Unemployed","$37500 - $49999","Car that is too old to install Onstar :D","gt8","gt8","gt8","1~3","gt8","1","1","0","0","1","1"
"No Urgent Place","Friend(s)","rainy",80,"10pm","Restaurant(<20)","1d","Male",31,"Single","0","associates degree","Unemployed","$37500 - $49999","Car that is too old to install Onstar :D","gt8","gt8","gt8","gt8","gt8","1","1","0","0","1","1"
"No Urgent Place","Friend(s)","snowy",80,"6pm","Coffee House","2h","Male",26,"Single","0","graduate degree (masters or doctorate)","Unemployed","$37500 - $49999","Car that is too old to install Onstar :D","gt8","gt8","gt8","gt8","gt8","1","0","0","0","1","0"
"No Urgent Place","Friend(s)","rainy",80,"10pm","Restaurant(20-50)","2h","Male",26,"Single","0","some high school","Unemployed","$37500 - $49999","Car that is too old to install Onstar :D","gt8","gt8","gt8","gt8","gt8","1","1","0","0","1","0"
"No Urgent Place","Friend(s)","snowy",55,"10am","Coffee House","1d","Male",26,"Single","0","some college - no degree","Unemployed","$37500 - $49999","Car that is too old to install Onstar :D","never","gt8","gt8","gt8","gt8","0","0","0","0","1","0"
"No Urgent Place","Friend(s)","rainy",55,"10pm","Carry out & Take away","1d","Male",26,"Single","0","associates degree","Unemployed","$37500 - $49999","Car that is too old to install Onstar :D","gt8","gt8","gt8","gt8","gt8","1","1","0","0","1","1"
"No Urgent Place","Alone","snowy",55,"7am","Coffee House","2h","Male",26,"Single","0","bachelors degree","Unemployed","$37500 - $49999","Car that is too old to install Onstar :D","gt8","less1","gt8","gt8","gt8","1","0","0","0","1","0"
"Home","Alone","snowy",55,"7am","Bar","1d","Male",26,"Single","0","associates degree","Unemployed","$37500 - $49999","Car that is too old to install Onstar :D","gt8","gt8","gt8","gt8","gt8","1","0","0","1","0","1"
"No Urgent Place","Alone","rainy",30,"6pm","Restaurant(20-50)","1d","Male",26,"Single","0","bachelors degree","Life Physical Social Science","$37500 - $49999","Car that is too old to install Onstar :D","gt8","gt8","gt8","gt8","gt8","1","1","0","0","1","1"
"Home","Alone","rainy",80,"10am","Coffee House","2h","Male",26,"Single","0","associates degree","Unemployed","$37500 - $49999","Car that is too old to install Onstar :D","1~3","gt8","4~8","1~3","gt8","1","0","0","0","1","0"
"Work","Alone","sunny",55,"10am","Bar","2h","Male",26,"Single","0","high school graduate","Unemployed","$37500 - $49999","Car that is too old to install Onstar :D","gt8","gt8","gt8","gt8","gt8","1","1","1","0","1","0"
"Work","Alone","snowy",55,"10pm","Bar","1d","Male",26,"Married partner","0","high school graduate","Unemployed","$37500 - $49999","Car that is too old to install Onstar :D","gt8","gt8","gt8","gt8","gt8","1","1","1","0","1","1"
"Work","Alone","sunny",80,"10am","Restaurant(20-50)","1d","Male",26,"Single","0","some college - no degree","Unemployed","$37500 - $49999","Car that is too old to install Onstar :D","gt8","gt8","gt8","gt8","gt8","1","1","0","0","1","1"
"Work","Alone","snowy",80,"10pm","Carry out & Take away","2h","Male",26,"Single","0","graduate degree (masters or doctorate)","Unemployed","$37500 - $49999","crossover","gt8","gt8","gt8","gt8","gt8","1","0","0","1","0","0"
"Work","Alone","rainy",55,"2pm","Restaurant(<20)","1d","Male",26,"Single","0","some high school","Student","$37500 - $49999","Car that is too old to install Onstar :D","gt8","gt8","gt8","gt8","gt8","1","0","0","0","1","1"
"Work","Alone","rainy",55,"10pm","Coffee House","2h","Male",26,"Single","1","high school graduate","Office & Administrative Support","$37500 - $49999","Car that is too old to install Onstar :D","gt8","gt8","gt8","gt8","gt8","1","1","0","0","1","0"
"No Urgent Place","Alone","sunny",55,"10pm","Restaurant(<20)","1d","Male",36,"Married partner","1","associates degree","Computer & Mathematical","$87500 - $99999","Mazda5","never","less1","1~3","1~3","less1","0","0","0","0","1","1"
"No Urgent Place","Friend(s)","sunny",80,"10pm","Coffee House","2h","Male",26,"Married partner","1","graduate degree (masters or doctorate)","Healthcare Practitioners & Technical","$87500 - $99999","Mazda5","never","less1","1~3","1~3","less1","1","0","0","0","1","1"
"No Urgent Place","Friend(s)","snowy",80,"2pm","Carry out & Take away","2h","Male",26,"Married partner","1","bachelors degree","Computer & Mathematical","$87500 - $99999","Mazda5","never","less1","1~3","1~3","less1","0","1","0","0","1","0"
"No Urgent Place","Friend(s)","sunny",80,"2pm","Coffee House","2h","Male",26,"Married partner","1","some high school","Computer & Mathematical","$87500 - $99999","Mazda5","never","less1","1~3","1~3","less1","1","1","0","0","1","1"
"No Urgent Place","Friend(s)","snowy",80,"7am","Coffee House","1d","Male",26,"Married partner","1","associates degree","Computer & Mathematical","$87500 - $99999","Mazda5","never","less1","1~3","1~3","less1","1","1","0","0","1","1"
"No Urgent Place","Friend(s)","snowy",80,"2pm","Restaurant(<20)","2h","Male",26,"Married partner","1","some high school","Computer & Mathematical","$87500 - $99999","Mazda5","never","less1","1~3","1~3","less1","1","1","0","0","1","1"
"No Urgent Place","Friend(s)","rainy",55,"10am","Carry out & Take away","1d","Male",26,"Married partner","1","associates degree","Computer & Mathematical","$87500 - $99999","Mazda5","never","less1","1~3","less1","less1","1","1","0","0","1","1"
"No Urgent Place","Kid(s)","snowy",80,"2pm","Restaurant(<20)","2h","Male",26,"Married partner","1","some high school","Computer & Mathematical","$87500 - $99999","Mazda5","never","less1","1~3","1~3","less1","1","1","0","0","1","0"
"Home","Kid(s)","snowy",55,"2pm","Carry out & Take away","2h","Male",26,"Married partner","1","some high school","Computer & Mathematical","$87500 - $99999","Mazda5","never","less1","1~3","less1","less1","1","1","0","0","1","0"
"No Urgent Place","Kid(s)","sunny",80,"10am","Bar","1d","Male",26,"Married partner","1","high school graduate","Computer & Mathematical","$87500 - $99999","Mazda5","never","less1","1~3","1~3","less1","1","1","0","0","1","0"
"No Urgent Place","Kid(s)","sunny",80,"10am","Restaurant(<20)","2h","Male",26,"Married partner","1","some college - no degree","Computer & Mathematical","$87500 - $99999","Mazda5","never","less1","1~3","1~3","less1","1","0","0","0","1","0"
"No Urgent Place","Kid(s)","rainy",30,"2pm","Restaurant(<20)","1d","Male",26,"Married partner","1","high school graduate","Computer & Mathematical","$87500 - $99999","Mazda5","never","never","1~3","1~3","less1","1","1","0","0","1","1"
"No Urgent Place","Kid(s)","sunny",55,"10am","Carry out & Take away","1d","Male",26,"Married partner","1","some high school","Computer & Mathematical","$87500 - $99999","Mazda5","never","less1","1~3","1~3","less1","0","1","0","0","1","1"
"Home","Alone","sunny",55,"7am","Bar","1d","Male",26,"Married partner","1","associates degree","Computer & Mathematical","$87500 - $99999","Mazda5","never","less1","1~3","less1","less1","0","0","0","1","0","0"
"Home","Alone","sunny",55,"2pm","Restaurant(20-50)","1d","Male",41,"Married partner","1","bachelors degree","Computer & Mathematical","$87500 - $99999","Mazda5","never","less1","1~3","1~3","less1","1","1","0","0","1","0"
"Home","Alone","rainy",80,"10am","Coffee House","2h","Male",26,"Married partner","1","some college - no degree","Computer & Mathematical","$87500 - $99999","Mazda5","never","less1","1~3","1~3","less1","1","0","0","0","1","0"
"Work","Alone","rainy",55,"10pm","Coffee House","2h","Male",26,"Married partner","0","associates degree","Computer & Mathematical","$87500 - $99999","Mazda5","never","less1","1~3","1~3","less1","1","1","1","0","1","1"
"Work","Alone","sunny",55,"7am","Bar","1d","Male",31,"Married partner","1","graduate degree (masters or doctorate)","Sales & Related","$50000 - $62499","Mazda5","never","less1","1~3","1~3","less1","1","1","1","0","1","0"
"Work","Alone","sunny",80,"6pm","Restaurant(20-50)","1d","Male",26,"Married partner","1","some college - no degree","Computer & Mathematical","$87500 - $99999","Mazda5","never","less1","1~3","1~3","less1","1","1","1","0","1","1"
"Work","Alone","snowy",80,"10am","Carry out & Take away","2h","Male",26,"Married partner","1","some high school","Architecture & Engineering","$87500 - $99999","Mazda5","never","less1","1~3","1~3","less1","1","0","0","1","0","1"
"Work","Alone","rainy",55,"10am","Restaurant(<20)","1d","Male",26,"Single","1","bachelors degree","Student","$87500 - $99999","Mazda5","less1","less1","1~3","1~3","less1","1","0","1","0","1","1"
"No Urgent Place","Alone","snowy",55,"10pm","Coffee House","2h","Male",26,"Married partner","1","some high school","Computer & Mathematical","$87500 - $99999","Mazda5","never","4~8","1~3","1~3","less1","0","1","0","0","1","1"
"No Urgent Place","Friend(s)","sunny",55,"10pm","Restaurant(<20)","1d","Male",31,"Unmarried partner","1","some college - no degree","Installation Maintenance & Repair","$12500 - $24999","Scooter and motorcycle","4~8","less1","1~3","1~3","less1","1","0","0","0","1","1"
"No Urgent Place","Alone","snowy",80,"10pm","Coffee House","2h","Male",26,"Unmarried partner","0","some college - no degree","Installation Maintenance & Repair","$12500 - $24999","Scooter and motorcycle","4~8","less1","1~3","1~3","less1","1","0","0","0","1","0"
"No Urgent Place","Friend(s)","snowy",80,"2pm","Bar","1d","Male",26,"Unmarried partner","1","some college - no degree","Installation Maintenance & Repair","$12500 - $24999","Scooter and motorcycle","4~8","less1","1~3","1~3","less1","1","0","0","0","1","0"
"No Urgent Place","Friend(s)","sunny",80,"10pm","Carry out & Take away","2h","Male",41,"Unmarried partner","1","graduate degree (masters or doctorate)","Installation Maintenance & Repair","$12500 - $24999","Scooter and motorcycle","4~8","less1","1~3","1~3","less1","1","1","0","0","1","0"
"No Urgent Place","Friend(s)","rainy",80,"7am","Coffee House","1d","Male",41,"Unmarried partner","1","high school graduate","Student","$12500 - $24999","Scooter and motorcycle","4~8","less1","1~3","4~8","less1","1","0","0","0","1","0"
"No Urgent Place","Friend(s)","sunny",80,"10am","Coffee House","2h","Male",46,"Unmarried partner","1","high school graduate","Installation Maintenance & Repair","$12500 - $24999","Scooter and motorcycle","4~8","less1","1~3","1~3","less1","1","1","0","0","1","1"
"No Urgent Place","Kid(s)","rainy",80,"7am","Coffee House","1d","Female",41,"Unmarried partner","1","associates degree","Installation Maintenance & Repair","$12500 - $24999","crossover","4~8","less1","1~3","less1","less1","1","1","0","0","1","0"
"No Urgent Place","Friend(s)","sunny",80,"10pm","Restaurant(<20)","1d","Male",31,"Unmarried partner","1","graduate degree (masters or doctorate)","Installation Maintenance & Repair","$12500 - $24999","Scooter and motorcycle","4~8","less1","1~3","1~3","less1","1","1","0","0","1","1"
"No Urgent Place","Friend(s)","snowy",80,"10am","Coffee House","2h","Male",41,"Married partner","1","bachelors degree","Installation Maintenance & Repair","$25000 - $37499","Mazda5","4~8","1~3","1~3","1~3","less1","1","0","0","0","1","0"
"No Urgent Place","Friend(s)","rainy",80,"10pm","Restaurant(<20)","2h","Male",46,"Unmarried partner","1","bachelors degree","Installation Maintenance & Repair","$12500 - $24999","Scooter and motorcycle","4~8","less1","1~3","1~3","less1","1","1","0","0","1","0"
"No Urgent Place","Friend(s)","rainy",55,"7am","Coffee House","2h","Male",21,"Unmarried partner","1","high school graduate","Installation Maintenance & Repair","$12500 - $24999","Scooter and motorcycle","4~8","less1","1~3","1~3","less1","1","0","0","0","1","0"
"No Urgent Place","Friend(s)","sunny",55,"7am","Carry out & Take away","1d","Female",41,"Unmarried partner","1","bachelors degree","Installation Maintenance & Repair","$12500 - $24999","Mazda5","4~8","1~3","1~3","1~3","never","1","1","0","0","1","1"
"No Urgent Place","Partner","rainy",80,"10pm","Bar","2h","Male",41,"Unmarried partner","1","associates degree","Installation Maintenance & Repair","$75000 - $87499","crossover","4~8","less1","1~3","1~3","less1","1","1","0","0","1","0"
"No Urgent Place","Partner","sunny",55,"10am","Coffee House","2h","Male",21,"Married partner","1","bachelors degree","Installation Maintenance & Repair","$12500 - $24999","Scooter and motorcycle","4~8","less1","4~8","1~3","less1","1","0","0","0","1","0"
"Home","Alone","sunny",80,"10am","Bar","1d","Male",26,"Unmarried partner","1","graduate degree (masters or doctorate)","Installation Maintenance & Repair","$12500 - $24999","Scooter and motorcycle","4~8","4~8","1~3","1~3","less1","0","0","0","1","0","1"
"Home","Alone","rainy",55,"10pm","Restaurant(20-50)","1d","Male",31,"Single","1","some college - no degree","Installation Maintenance & Repair","$12500 - $24999","Scooter and motorcycle","4~8","less1","1~3","1~3","less1","1","1","0","0","1","0"
"Home","Alone","snowy",80,"6pm","Coffee House","2h","Male",36,"Unmarried partner","1","some high school","Installation Maintenance & Repair","$12500 - $24999","Scooter and motorcycle","4~8","less1","1~3","1~3","less1","0","0","0","0","1","0"
"Work","Alone","sunny",55,"10pm","Coffee House","2h","Male",36,"Unmarried partner","1","bachelors degree","Installation Maintenance & Repair","$12500 - $24999","Car that is too old to install Onstar :D","4~8","less1","1~3","1~3","less1","1","1","1","0","1","1"
"Work","Alone","sunny",55,"6pm","Bar","1d","Male",26,"Unmarried partner","1","some high school","Installation Maintenance & Repair","$12500 - $24999","Mazda5","4~8","less1","1~3","1~3","less1","0","1","1","0","1","0"
"Work","Alone","rainy",80,"7am","Restaurant(20-50)","2h","Male",41,"Unmarried partner","1","graduate degree (masters or doctorate)","Installation Maintenance & Repair","$12500 - $24999","Scooter and motorcycle","4~8","less1","1~3","1~3","less1","1","1","0","0","1","0"
"Work","Alone","sunny",80,"7am","Carry out & Take away","2h","Male",41,"Unmarried partner","1","bachelors degree","Computer & Mathematical","$12500 - $24999","Car that is too old to install Onstar :D","4~8","less1","1~3","1~3","less1","1","0","0","1","0","1"
"Work","Alone","sunny",55,"10pm","Restaurant(<20)","1d","Male",26,"Unmarried partner","1","bachelors degree","Installation Maintenance & Repair","$12500 - $24999","Scooter and motorcycle","4~8","less1","1~3","1~3","less1","1","0","0","0","1","0"
"Work","Alone","rainy",55,"7am","Coffee House","2h","Male",41,"Unmarried partner","1","some high school","Installation Maintenance & Repair","$12500 - $24999","Scooter and motorcycle","4~8","less1","1~3","1~3","less1","1","1","1","0","1","0"
"No Urgent Place","Friend(s)","rainy",80,"6pm","Bar","1d","Male",21,"Single","0","bachelors degree","Unemployed","Less than $12500","Scooter and motorcycle","never","never","1~3","1~3","1~3","1","0","0","0","1","0"
"No Urgent Place","Friend(s)","rainy",80,"7am","Coffee House","1d","Male",21,"Single","0","bachelors degree","Unemployed","Less than $12500","Scooter and motorcycle","less1","4~8","1~3","less1","less1","1","0","0","0","1","1"
"No Urgent Place","Friend(s)","sunny",80,"10am","Restaurant(<20)","1d","Male",21,"Single","0","bachelors degree","Unemployed","Less than $12500","Mazda5","4~8","gt8","gt8","gt8","1~3","1","1","0","0","1","1"
"No Urgent Place","Friend(s)","rainy",80,"2pm","Coffee House","2h","Male",21,"Single","0","associates degree","Unemployed","Less than $12500","Car that is too old to install Onstar :D","4~8","4~8","4~8","4~8","less1","0","0","0","0","1","0"
"No Urgent Place","Friend(s)","rainy",80,"10am","Coffee House","2h","Male",21,"Single","0","bachelors degree","Unemployed","Less than $12500","Scooter and motorcycle","never","less1","less1","1~3","less1","1","0","0","0","1","1"
"No Urgent Place","Alone","sunny",55,"6pm","Coffee House","2h","Male",21,"Single","0","graduate degree (masters or doctorate)","Unemployed","Less than $12500","Scooter and motorcycle","gt8","gt8","gt8","1~3","1~3","1","0","0","0","1","1"
"No Urgent Place","Friend(s)","snowy",80,"6pm","Restaurant(<20)","2h","Male",41,"Married partner","1","associates degree","Management","$62500 - $74999","crossover","1~3","1~3","1~3","4~8","less1","0","0","0","0","1","1"
"No Urgent Place","Friend(s)","snowy",80,"2pm","Coffee House","2h","Male",41,"Married partner","1","some high school","Management","$62500 - $74999","crossover","1~3","1~3","1~3","4~8","less1","1","0","0","0","1","1"
"No Urgent Place","Friend(s)","sunny",80,"7am","Carry out & Take away","2h","Male",41,"Married partner","1","some high school","Management","$62500 - $74999","crossover","1~3","1~3","1~3","4~8","less1","0","1","0","0","1","1"
"No Urgent Place","Friend(s)","rainy",80,"2pm","Coffee House","1d","Male",41,"Married partner","1","bachelors degree","Management","$62500 - $74999","crossover","1~3","1~3","4~8","4~8","less1","1","1","0","0","1","1"
"No Urgent Place","Friend(s)","snowy",55,"10pm","Coffee House","1d","Male",41,"Married partner","1","graduate degree (masters or doctorate)","Management","$62500 - $74999","crossover","1~3","1~3","1~3","4~8","less1","1","1","0","0","1","0"
"No Urgent Place","Friend(s)","snowy",80,"10pm","Restaurant(<20)","2h","Male",41,"Married partner","1","graduate degree (masters or doctorate)","Management","$62500 - $74999","crossover","1~3","1~3","1~3","gt8","less1","1","1","0","0","1","1"
"No Urgent Place","Friend(s)","rainy",55,"10am","Carry out & Take away","1d","Male",41,"Married partner","1","associates degree","Management","$62500 - $74999","crossover","1~3","1~3","4~8","4~8","less1","1","1","0","0","1","1"
"No Urgent Place","Kid(s)","snowy",80,"6pm","Restaurant(<20)","2h","Male",41,"Married partner","1","some high school","Management","$62500 - $74999","crossover","1~3","1~3","1~3","4~8","1~3","0","1","0","0","1","1"
"No Urgent Place","Kid(s)","sunny",80,"10pm","Carry out & Take away","2h","Male",41,"Married partner","1","some college - no degree","Management","$62500 - $74999","crossover","1~3","1~3","1~3","4~8","less1","1","1","0","0","1","0"
"No Urgent Place","Friend(s)","snowy",80,"10pm","Bar","1d","Male",41,"Married partner","1","some college - no degree","Management","$62500 - $74999","crossover","1~3","1~3","1~3","4~8","less1","1","1","0","0","1","0"
"No Urgent Place","Kid(s)","snowy",80,"2pm","Restaurant(<20)","1d","Male",41,"Married partner","1","high school graduate","Management","$62500 - $74999","crossover","1~3","1~3","1~3","1~3","less1","0","0","0","0","1","1"
"No Urgent Place","Kid(s)","sunny",55,"6pm","Restaurant(<20)","1d","Male",41,"Married partner","1","bachelors degree","Management","$62500 - $74999","crossover","1~3","1~3","1~3","4~8","less1","1","1","0","0","1","1"
"No Urgent Place","Kid(s)","sunny",55,"10pm","Coffee House","2h","Male",41,"Married partner","1","associates degree","Management","$62500 - $74999","crossover","1~3","1~3","1~3","less1","less1","1","1","0","0","1","1"
"Home","Alone","sunny",55,"7am","Bar","1d","Male",31,"Married partner","1","high school graduate","Management","$62500 - $74999","crossover","1~3","1~3","1~3","4~8","4~8","1","0","0","1","0","1"
"Home","Alone","rainy",55,"2pm","Restaurant(20-50)","1d","Male",41,"Married partner","1","graduate degree (masters or doctorate)","Management","$62500 - $74999","crossover","1~3","1~3","1~3","1~3","less1","1","1","0","0","1","0"
"Home","Alone","sunny",80,"10am","Coffee House","1d","Male",41,"Married partner","1","high school graduate","Management","$62500 - $74999","Mazda5","1~3","1~3","1~3","1~3","less1","1","0","0","0","1","1"
"Work","Alone","sunny",55,"2pm","Carry out & Take away","2h","Male",41,"Married partner","1","some high school","Management","$62500 - $74999","crossover","1~3","1~3","1~3","4~8","less1","1","1","1","0","1","0"
"Work","Alone","sunny",55,"10pm","Restaurant(20-50)","1d","Male",41,"Married partner","1","graduate degree (masters or doctorate)","Management","$87500 - $99999","Mazda5","1~3","1~3","1~3","4~8","less1","1","1","0","0","1","0"
"No Urgent Place","Alone","rainy",80,"2pm","Carry out & Take away","2h","Male",41,"Married partner","1","associates degree","Management","$37500 - $49999","crossover","1~3","1~3","1~3","4~8","less1","1","0","0","0","0","1"
"Work","Alone","rainy",55,"10am","Restaurant(<20)","1d","Male",41,"Married partner","1","associates degree","Management","$62500 - $74999","crossover","1~3","1~3","1~3","4~8","less1","1","0","0","0","1","1"
"Work","Alone","sunny",55,"6pm","Coffee House","2h","Male",41,"Married partner","1","high school graduate","Arts Design Entertainment Sports & Media","$62500 - $74999","crossover","1~3","1~3","1~3","4~8","less1","1","1","0","0","1","0"
"No Urgent Place","Alone","snowy",55,"10pm","Restaurant(<20)","1d","Male",31,"Married partner","1","graduate degree (masters or doctorate)","Retired","$87500 - $99999","Mazda5","never","never","1~3","1~3","less1","1","0","0","0","1","1"
"No Urgent Place","Friend(s)","rainy",80,"10pm","Restaurant(<20)","2h","Male",21,"Single","0","some college - no degree","Retired","$87500 - $99999","Mazda5","never","never","1~3","1~3","less1","1","0","0","0","1","1"
"No Urgent Place","Friend(s)","rainy",80,"7am","Carry out & Take away","2h","Male",31,"Married partner","1","some high school","Protective Service","$87500 - $99999","Mazda5","never","never","1~3","less1","less1","1","1","0","0","1","1"
